

 Females then males 
"fishyr","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","Ninput_b","InputN","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35"
1998,1,"TWL",1,0,0,-1,-1,45,1105,197,0,0,0,2e-04,0.0012,0.0115,0.0324,0.0608,0.075,0.0662,0.0503,0.0496,0.0366,0.0365,0.021,0.014,0.0072,0.0122,0.0075,0.0044,0.0041,0.0017,0.0018,2e-04,8e-04,5e-04,0.0012,6e-04,5e-04,0.001,0,0,3e-04,0,8e-04,0,0,0,2e-04,0.0012,0.0115,0.0324,0.0608,0.075,0.0662,0.0503,0.0496,0.0366,0.0365,0.021,0.014,0.0072,0.0122,0.0075,0.0044,0.0041,0.0017,0.0018,2e-04,8e-04,5e-04,0.0012,6e-04,5e-04,0.001,0,0,3e-04,0,8e-04
1999,1,"TWL",1,0,0,-1,-1,43,1097,194,0,0,0,6e-04,0.0049,0.0075,0.028,0.0454,0.0392,0.0579,0.057,0.0537,0.0557,0.0366,0.0306,0.0273,0.0177,0.0103,0.007,0.0059,0.0064,0.0022,5e-04,0.0012,0,0.0029,0,3e-04,0,0,0,0.0011,1e-04,0,0,0,0,0,6e-04,0.0049,0.0075,0.028,0.0454,0.0392,0.0579,0.057,0.0537,0.0557,0.0366,0.0306,0.0273,0.0177,0.0103,0.007,0.0059,0.0064,0.0022,5e-04,0.0012,0,0.0029,0,3e-04,0,0,0,0.0011,1e-04,0,0
2000,1,"TWL",1,0,0,-1,-1,22,320,66,0,0,0,0.0049,0.0285,0.0341,0.0411,0.0563,0.0586,0.0581,0.0606,0.0525,0.0337,0.0197,0.0193,0.0042,0.0096,0.0063,0.0023,0.0047,0.0012,0.0012,0.001,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0.0049,0.0285,0.0341,0.0411,0.0563,0.0586,0.0581,0.0606,0.0525,0.0337,0.0197,0.0193,0.0042,0.0096,0.0063,0.0023,0.0047,0.0012,0.0012,0.001,0,0,0.0021,0,0,0,0,0,0,0,0,0
2001,1,"TWL",1,0,0,-1,-1,35,484,102,0,0,0,6e-04,0.0029,0.0253,0.0642,0.0662,0.0629,0.0514,0.0572,0.037,0.0471,0.0323,0.0174,0.0086,0.0097,0.0062,0.0021,0.003,0.0028,0.0017,6e-04,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0.0029,0.0253,0.0642,0.0662,0.0629,0.0514,0.0572,0.037,0.0471,0.0323,0.0174,0.0086,0.0097,0.0062,0.0021,0.003,0.0028,0.0017,6e-04,8e-04,0,0,0,0,0,0,0,0,0,0,0
2002,1,"TWL",1,0,0,-1,-1,80,871,200,0,0,0,0,0.0055,0.0123,0.0421,0.0814,0.0481,0.0296,0.0448,0.0318,0.0311,0.0321,0.0334,0.0239,0.0246,0.0133,0.0148,0.0093,0.0056,0.0037,0.0046,0.0013,0.003,0.0013,6e-04,0,0,0,4e-04,0,3e-04,7e-04,7e-04,0,0,0,0,0.0055,0.0123,0.0421,0.0814,0.0481,0.0296,0.0448,0.0318,0.0311,0.0321,0.0334,0.0239,0.0246,0.0133,0.0148,0.0093,0.0056,0.0037,0.0046,0.0013,0.003,0.0013,6e-04,0,0,0,4e-04,0,3e-04,7e-04,7e-04
2003,1,"TWL",1,0,0,-1,-1,49,297,90,0,0,0,0,0.0057,0.0149,0.0225,0.0836,0.0822,0.0405,0.0468,0.0374,0.0552,0.0283,0.0214,0.0089,0.0158,0.0095,0.0045,0.0153,0.0015,0.0032,0,0,0.0014,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0.0057,0.0149,0.0225,0.0836,0.0822,0.0405,0.0468,0.0374,0.0552,0.0283,0.0214,0.0089,0.0158,0.0095,0.0045,0.0153,0.0015,0.0032,0,0,0.0014,0,0,0.0014,0,0,0,0,0,0,0
2004,1,"TWL",1,0,0,-1,-1,67,335,113,0,0,0,0.0024,0.0087,0.0246,0.0552,0.0507,0.0691,0.051,0.0223,0.0429,0.0283,0.0269,0.0226,0.0084,0.0221,0.0071,0.0199,0.0019,0.002,0.0019,0.0019,0.0081,0.001,0,0.0057,0,0,0,0.0071,0,0.0071,0,0.001,0,0,0,0.0024,0.0087,0.0246,0.0552,0.0507,0.0691,0.051,0.0223,0.0429,0.0283,0.0269,0.0226,0.0084,0.0221,0.0071,0.0199,0.0019,0.002,0.0019,0.0019,0.0081,0.001,0,0.0057,0,0,0,0.0071,0,0.0071,0,0.001
2005,1,"TWL",1,0,0,-1,-1,75,439,136,0,0,0,9e-04,9e-04,0.0101,0.0215,0.0586,0.0583,0.0954,0.0453,0.0343,0.0342,0.0345,0.0271,0.0144,0.0077,0.0123,0.0089,0.0083,0.0084,0.0068,0,0.0018,0.0026,0.0039,9e-04,0.0021,0,0,0,9e-04,0,0,0,0,0,0,9e-04,9e-04,0.0101,0.0215,0.0586,0.0583,0.0954,0.0453,0.0343,0.0342,0.0345,0.0271,0.0144,0.0077,0.0123,0.0089,0.0083,0.0084,0.0068,0,0.0018,0.0026,0.0039,9e-04,0.0021,0,0,0,9e-04,0,0,0
2006,1,"TWL",1,0,0,-1,-1,64,349,112,0,0,0.0014,0.0066,0.0147,0.0475,0.0657,0.0531,0.0359,0.0812,0.036,0.0287,0.0253,0.0102,0.0176,0.0198,0.0141,0.0053,0.0066,0.009,0.0026,0.0026,0.0038,0.0013,0.0026,0.0035,0.0026,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0014,0.0066,0.0147,0.0475,0.0657,0.0531,0.0359,0.0812,0.036,0.0287,0.0253,0.0102,0.0176,0.0198,0.0141,0.0053,0.0066,0.009,0.0026,0.0026,0.0038,0.0013,0.0026,0.0035,0.0026,0,0,0.0013,0.0013,0,0,0,0
2007,1,"TWL",1,0,0,-1,-1,68,260,104,0,0,8e-04,8e-04,0.0133,0.0451,0.1267,0.0738,0.0648,0.0217,0.0202,0.0205,0.0154,0.014,0.0098,0.0143,0.0114,0.0122,0.0073,0.0056,0.0024,0.0016,0.0024,0.0041,0.0048,0.0024,8e-04,0.0016,0,8e-04,0,0,0,0,0.0016,0,0,8e-04,8e-04,0.0133,0.0451,0.1267,0.0738,0.0648,0.0217,0.0202,0.0205,0.0154,0.014,0.0098,0.0143,0.0114,0.0122,0.0073,0.0056,0.0024,0.0016,0.0024,0.0041,0.0048,0.0024,8e-04,0.0016,0,8e-04,0,0,0,0,0.0016
2008,1,"TWL",1,0,0,-1,-1,65,271,102,0,0,0,0.003,0.0403,0.0652,0.0614,0.0317,0.0225,0.0166,0.0181,0.0144,0.0174,0.0264,0.0298,0.0284,0.0211,0.0198,0.0122,0.0137,0.0107,0.0061,0.0095,0.0046,0.0061,0.0107,0.003,0.0015,0,0.0029,0.0015,0.0015,0,0,0,0,0,0,0.003,0.0403,0.0652,0.0614,0.0317,0.0225,0.0166,0.0181,0.0144,0.0174,0.0264,0.0298,0.0284,0.0211,0.0198,0.0122,0.0137,0.0107,0.0061,0.0095,0.0046,0.0061,0.0107,0.003,0.0015,0,0.0029,0.0015,0.0015,0,0,0
2009,1,"TWL",1,0,0,-1,-1,89,464,153,0,0,0,0.0018,0.0139,0.0164,0.0125,0.0186,0.027,0.0289,0.0315,0.0338,0.0539,0.0369,0.0343,0.0348,0.0293,0.027,0.0184,0.015,0.0226,0.0117,0.0084,0.0052,0.0059,0.0034,0.0028,0.0019,0.0022,0,0.0019,0,0,0,0,0,0,0,0.0018,0.0139,0.0164,0.0125,0.0186,0.027,0.0289,0.0315,0.0338,0.0539,0.0369,0.0343,0.0348,0.0293,0.027,0.0184,0.015,0.0226,0.0117,0.0084,0.0052,0.0059,0.0034,0.0028,0.0019,0.0022,0,0.0019,0,0,0,0
2010,1,"TWL",1,0,0,-1,-1,39,336,85,0,0,0,0,0.0026,0.0111,0.0145,0.013,0.0292,0.0372,0.0304,0.0305,0.0522,0.0505,0.0439,0.0245,0.0346,0.022,0.0168,0.0133,0.0164,0.0138,0.0103,0.0072,0.0051,0.0021,0.0044,0.0027,0.0017,0.0017,0,0.001,0.0055,0,0.0018,0,0,0,0,0.0026,0.0111,0.0145,0.013,0.0292,0.0372,0.0304,0.0305,0.0522,0.0505,0.0439,0.0245,0.0346,0.022,0.0168,0.0133,0.0164,0.0138,0.0103,0.0072,0.0051,0.0021,0.0044,0.0027,0.0017,0.0017,0,0.001,0.0055,0,0.0018
2011,1,"TWL",1,0,0,-1,-1,52,413,109,0,0,0,0.0056,0.0232,0.0305,0.0591,0.0995,0.0365,0.0194,0.0633,0.0234,0.0184,0.0202,0.0118,0.0082,0.0124,0.0144,0.0067,0.0075,0.0083,0.0084,0.0061,8e-04,8e-04,0.0051,0,0.0027,9e-04,0.0027,8e-04,0.0016,8e-04,0,8e-04,0,0,0,0.0056,0.0232,0.0305,0.0591,0.0995,0.0365,0.0194,0.0633,0.0234,0.0184,0.0202,0.0118,0.0082,0.0124,0.0144,0.0067,0.0075,0.0083,0.0084,0.0061,8e-04,8e-04,0.0051,0,0.0027,9e-04,0.0027,8e-04,0.0016,8e-04,0,8e-04
2012,1,"TWL",1,0,0,-1,-1,72,456,135,0,0,0.0017,0.0023,0.0166,0.0572,0.0273,0.0952,0.053,0.0389,0.0235,0.0237,0.0176,0.0114,0.0278,0.0144,0.0197,0.0107,0.0074,0.0071,0.0115,0.0095,0.004,0.0034,0.0057,0.0027,0,0.0014,7e-04,0.0021,0,0,0.0014,0.0014,7e-04,0,0,0.0017,0.0023,0.0166,0.0572,0.0273,0.0952,0.053,0.0389,0.0235,0.0237,0.0176,0.0114,0.0278,0.0144,0.0197,0.0107,0.0074,0.0071,0.0115,0.0095,0.004,0.0034,0.0057,0.0027,0,0.0014,7e-04,0.0021,0,0,0.0014,0.0014,7e-04
2013,1,"TWL",1,0,0,-1,-1,147,742,249,0,0,0.037,0.0105,0.0215,0.0227,0.0453,0.0507,0.0506,0.0391,0.0204,0.0327,0.0192,0.0156,0.0355,0.0162,0.0155,0.0207,0.0041,0.0086,0.0088,0.007,0.0034,0.0024,0.0022,0.0036,0.003,3e-04,0,6e-04,9e-04,6e-04,0,0,0.0013,0,0,0.037,0.0105,0.0215,0.0227,0.0453,0.0507,0.0506,0.0391,0.0204,0.0327,0.0192,0.0156,0.0355,0.0162,0.0155,0.0207,0.0041,0.0086,0.0088,0.007,0.0034,0.0024,0.0022,0.0036,0.003,3e-04,0,6e-04,9e-04,6e-04,0,0,0.0013
2014,1,"TWL",1,0,0,-1,-1,121,695,217,0,0,0.0023,0.0051,0.015,0.0193,0.05,0.0371,0.0352,0.0474,0.0453,0.0259,0.0223,0.0306,0.0275,0.0182,0.0196,0.0224,0.0089,0.0171,0.015,0.0064,0.0114,0.0037,9e-04,0.0032,0.0017,0.004,7e-04,0.0034,5e-04,0,0,0,0,0,0,0.0023,0.0051,0.015,0.0193,0.05,0.0371,0.0352,0.0474,0.0453,0.0259,0.0223,0.0306,0.0275,0.0182,0.0196,0.0224,0.0089,0.0171,0.015,0.0064,0.0114,0.0037,9e-04,0.0032,0.0017,0.004,7e-04,0.0034,5e-04,0,0,0,0
2015,1,"TWL",1,0,0,-1,-1,126,825,240,0,0,0,0.0025,0.0179,0.0207,0.0135,0.0185,0.0665,0.0116,0.023,0.0395,0.0427,0.0803,0.0081,0.0327,0.0762,0.0066,0.0104,0.0043,0.0041,0.0057,9e-04,0.0017,0.0033,0.0015,0.0012,4e-04,0.0012,8e-04,7e-04,0.0016,0.0011,4e-04,5e-04,0,0,0,0.0025,0.0179,0.0207,0.0135,0.0185,0.0665,0.0116,0.023,0.0395,0.0427,0.0803,0.0081,0.0327,0.0762,0.0066,0.0104,0.0043,0.0041,0.0057,9e-04,0.0017,0.0033,0.0015,0.0012,4e-04,0.0012,8e-04,7e-04,0.0016,0.0011,4e-04,5e-04
2016,1,"TWL",1,0,0,-1,-1,17,94,30,0,0,0,0,0,0.0633,0.0269,0,0.0483,0.0145,0.037,0.0314,0.0246,0.0346,0.0302,0.0373,0.0358,0.0157,0.0274,0.0103,0.0287,0.0051,0.0105,0.0051,0,0.0026,0.0026,0.0027,0,0,0,0,0,0.0026,0.0027,0,0,0,0,0,0.0633,0.0269,0,0.0483,0.0145,0.037,0.0314,0.0246,0.0346,0.0302,0.0373,0.0358,0.0157,0.0274,0.0103,0.0287,0.0051,0.0105,0.0051,0,0.0026,0.0026,0.0027,0,0,0,0,0,0.0026,0.0027
2017,1,"TWL",1,0,0,-1,-1,53,436,113,0,0,6e-04,0.0015,0.0037,0.0258,0.0442,0.021,0.0355,0.031,0.0338,0.0347,0.0274,0.0267,0.0262,0.0275,0.0284,0.0258,0.0229,0.0151,0.0177,0.0026,0.0052,0.0078,0.0022,0.004,0.0042,0.0064,0.002,0.0033,0.0032,0.0094,0,3e-04,0,0,0,6e-04,0.0015,0.0037,0.0258,0.0442,0.021,0.0355,0.031,0.0338,0.0347,0.0274,0.0267,0.0262,0.0275,0.0284,0.0258,0.0229,0.0151,0.0177,0.0026,0.0052,0.0078,0.0022,0.004,0.0042,0.0064,0.002,0.0033,0.0032,0.0094,0,3e-04,0
2018,1,"TWL",1,0,0,-1,-1,19,281,58,0,0,0,0.001,0.0043,0.0114,0.0147,0.0426,0.0592,0.0264,0.0505,0.0415,0.0236,0.0161,0.0202,0.0145,0.0339,0.0217,0.0298,0.0208,0.0043,0.019,0.0023,0.0084,0.0098,0.0029,0.0015,0.0038,0.0027,0.0041,0.0031,4e-04,6e-04,0.0024,0.0021,0,0,0,0.001,0.0043,0.0114,0.0147,0.0426,0.0592,0.0264,0.0505,0.0415,0.0236,0.0161,0.0202,0.0145,0.0339,0.0217,0.0298,0.0208,0.0043,0.019,0.0023,0.0084,0.0098,0.0029,0.0015,0.0038,0.0027,0.0041,0.0031,4e-04,6e-04,0.0024,0.0021


 Males only 
"fishyr","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","Ninput_m","InputN","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35"
1980,1,"NTWL",2,0,0,-1,-1,1,2,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,1,"NTWL",2,0,0,-1,-1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
1982,1,"NTWL",2,0,0,-1,-1,2,4,3,0,0,0,0,0,0.0854,0.1382,0,0.2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854,0.1382,0,0.2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,1,"NTWL",2,0,0,-1,-1,2,2,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,1,"NTWL",2,0,0,-1,-1,3,15,5,0,0,0,0,0,0,0,0,0.0347,0.0365,0.0347,0.0712,0.0301,0,0.0648,0,0.0365,0.0712,0,0.0301,0,0.0301,0,0,0,0,0,0.0301,0,0,0,0,0,0,0.0301,0,0,0,0,0,0,0,0,0.0347,0.0365,0.0347,0.0712,0.0301,0,0.0648,0,0.0365,0.0712,0,0.0301,0,0.0301,0,0,0,0,0,0.0301,0,0,0,0,0,0,0.0301
1997,1,"NTWL",2,0,0,-1,-1,1,13,3,0,0,0,0,0,0.0385,0.0769,0.0385,0,0.1923,0.0769,0.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.0769,0.0385,0,0.1923,0.0769,0.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,1,"NTWL",2,0,0,-1,-1,4,67,13,0,0,0,0,0.0066,0.0198,0.0273,0.0752,0.027,0.0879,0.0169,0.0174,0.0339,0.069,0.0116,0.0051,0.0382,0.0051,0,0.0051,0,0.0176,0.0154,0.0051,0,0,0.0051,0,0.0051,0,0,0,0,0,0.0051,0,0,0,0,0.0066,0.0198,0.0273,0.0752,0.027,0.0879,0.0169,0.0174,0.0339,0.069,0.0116,0.0051,0.0382,0.0051,0,0.0051,0,0.0176,0.0154,0.0051,0,0,0.0051,0,0.0051,0,0,0,0,0,0.0051
2001,1,"NTWL",2,0,0,-1,-1,4,16,6,0,0,0,0,0.0699,0.0334,0,0.1233,0.0917,0.0617,0.03,0,0.06,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699,0.0334,0,0.1233,0.0917,0.0617,0.03,0,0.06,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,"NTWL",2,0,0,-1,-1,4,11,6,0,0,0,0,0.0909,0.2727,0.0909,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0.2727,0.0909,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,"NTWL",2,0,0,-1,-1,2,8,3,0,0,0,0,0,0,0.0627,0,0.0624,0.0627,0,0.0624,0,0.1251,0,0,0,0,0,0,0.0624,0,0,0,0,0,0,0,0.0624,0,0,0,0,0,0,0,0,0,0,0,0,0.0627,0,0.0624,0.0627,0,0.0624,0,0.1251,0,0,0,0,0,0,0.0624,0,0,0,0,0,0,0,0.0624,0,0,0,0,0,0
2006,1,"NTWL",2,0,0,-1,-1,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.0385,0.0385,0,0.0385,0.0769,0.0769,0.0385,0,0,0.0385,0,0.0385,0.0385,0,0,0,0,0,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.0385,0.0385,0,0.0385,0.0769,0.0769,0.0385,0,0,0.0385,0,0.0385,0.0385,0,0,0,0,0,0,0,0.0385,0
2007,1,"NTWL",2,0,0,-1,-1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,"NTWL",2,0,0,-1,-1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2013,1,"NTWL",2,0,0,-1,-1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0
2017,1,"NTWL",2,0,0,-1,-1,4,16,6,0,0,0,0,0,0,0,0.0315,0.0631,0.094,0,0.093,0.0624,0,0.0631,0.0614,0,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315,0.0631,0.094,0,0.093,0.0624,0,0.0631,0.0614,0,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,0,0,0
2018,1,"NTWL",2,0,0,-1,-1,8,28,12,0,0,0,0,0,0,0.019,0.0256,0.006,0,0.0692,0.0408,0.0129,0.0607,0.019,0.019,0.0729,0,0.0129,0.0349,0,0.0129,0.0349,0.0349,0.0129,0,0,0.006,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0.019,0.0256,0.006,0,0.0692,0.0408,0.0129,0.0607,0.019,0.019,0.0729,0,0.0129,0.0349,0,0.0129,0.0349,0.0349,0.0129,0,0,0.006,0,0,0,0,0,0,0.0057
1980,1,"TWL",2,0,0,-1,-1,72,870,192,0,0,0,0,0.0032,0.0233,0.0328,0.0498,0.0462,0.0202,0.0289,0.0472,0.0225,0.0271,0.0143,0.0189,0.0168,0.0186,0.0201,0.0161,0.0196,0.0045,0.0103,0.0088,0.0082,0.0067,0.0032,0.0023,0.0027,0.0035,0.0054,0.0038,0.0035,4e-04,0.0116,0,0,0,0,0.0032,0.0233,0.0328,0.0498,0.0462,0.0202,0.0289,0.0472,0.0225,0.0271,0.0143,0.0189,0.0168,0.0186,0.0201,0.0161,0.0196,0.0045,0.0103,0.0088,0.0082,0.0067,0.0032,0.0023,0.0027,0.0035,0.0054,0.0038,0.0035,4e-04,0.0116
1981,1,"TWL",2,0,0,-1,-1,63,1243,235,0,0,0,1e-04,0.0053,0.0056,0.0122,0.0305,0.0381,0.0255,0.0195,0.0339,0.0453,0.0367,0.0239,0.0196,0.0216,0.0185,0.0197,0.0173,0.0093,0.0211,0.0164,0.0084,0.005,0.0097,0.0026,0.0047,0.0019,0.0048,0.0066,0.0024,0.0084,7e-04,0.0249,0,0,0,1e-04,0.0053,0.0056,0.0122,0.0305,0.0381,0.0255,0.0195,0.0339,0.0453,0.0367,0.0239,0.0196,0.0216,0.0185,0.0197,0.0173,0.0093,0.0211,0.0164,0.0084,0.005,0.0097,0.0026,0.0047,0.0019,0.0048,0.0066,0.0024,0.0084,7e-04,0.0249
1982,1,"TWL",2,0,0,-1,-1,71,1135,228,0,0.0018,0,3e-04,0.0019,0.0155,0.0195,0.0354,0.0341,0.0419,0.0285,0.033,0.0171,0.0249,0.016,0.0107,0.0109,0.0107,0.018,0.019,0.0236,0.015,0.0113,0.0069,0.0097,0.0047,0.0077,0.0071,0.0018,0.0051,0.0029,0.0025,0.0047,0.005,0.0527,0,0.0018,0,3e-04,0.0019,0.0155,0.0195,0.0354,0.0341,0.0419,0.0285,0.033,0.0171,0.0249,0.016,0.0107,0.0109,0.0107,0.018,0.019,0.0236,0.015,0.0113,0.0069,0.0097,0.0047,0.0077,0.0071,0.0018,0.0051,0.0029,0.0025,0.0047,0.005,0.0527
1983,1,"TWL",2,0,0,-1,-1,143,2748,522,0,0,0,7e-04,0.0056,0.0136,0.0361,0.0391,0.0495,0.0478,0.0346,0.0237,0.0279,0.0208,0.0203,0.0182,0.013,0.009,0.0083,0.0129,0.0095,0.0111,0.0087,0.0077,0.0062,0.0059,0.0052,0.0046,0.005,0.0044,0.005,0.004,0.0029,0.0026,0.0361,0,0,0,7e-04,0.0056,0.0136,0.0361,0.0391,0.0495,0.0478,0.0346,0.0237,0.0279,0.0208,0.0203,0.0182,0.013,0.009,0.0083,0.0129,0.0095,0.0111,0.0087,0.0077,0.0062,0.0059,0.0052,0.0046,0.005,0.0044,0.005,0.004,0.0029,0.0026,0.0361
1984,1,"TWL",2,0,0,-1,-1,95,2137,390,0,0,2e-04,0.0017,0.0043,0.0128,0.0196,0.033,0.0404,0.039,0.0432,0.0307,0.0194,0.0196,0.0215,0.0178,0.0134,0.0096,0.0058,0.0105,0.012,0.0133,0.0129,0.0091,0.0129,0.0086,0.0074,0.0077,0.0073,0.0048,0.0043,0.0067,0.0045,0.0058,0.0402,0,0,2e-04,0.0017,0.0043,0.0128,0.0196,0.033,0.0404,0.039,0.0432,0.0307,0.0194,0.0196,0.0215,0.0178,0.0134,0.0096,0.0058,0.0105,0.012,0.0133,0.0129,0.0091,0.0129,0.0086,0.0074,0.0077,0.0073,0.0048,0.0043,0.0067,0.0045,0.0058,0.0402
1985,1,"TWL",2,0,0,-1,-1,106,1843,360,0,0,0,0,0.0028,0.009,0.0303,0.0361,0.0644,0.0535,0.0478,0.032,0.024,0.0146,0.0198,0.0159,0.0131,0.0107,0.0064,0.0056,0.0064,0.0065,0.0066,0.0095,0.01,0.0038,0.0078,0.0062,0.0042,0.0074,0.002,0.0015,0.0023,0.0035,0.0365,0,0,0,0,0.0028,0.009,0.0303,0.0361,0.0644,0.0535,0.0478,0.032,0.024,0.0146,0.0198,0.0159,0.0131,0.0107,0.0064,0.0056,0.0064,0.0065,0.0066,0.0095,0.01,0.0038,0.0078,0.0062,0.0042,0.0074,0.002,0.0015,0.0023,0.0035,0.0365
1986,1,"TWL",2,0,0,-1,-1,33,1309,214,0,0,4e-04,0.001,0.0064,0.0091,0.022,0.0603,0.064,0.0737,0.0623,0.048,0.0225,0.0155,0.0127,0.0088,0.0073,0.0063,0.007,0.0024,0.0024,0.0035,0.009,0.0029,0.0058,0.0024,0,0.0026,0.0064,0.0043,8e-04,0.0029,0.0015,0.0041,0.0217,0,0,4e-04,0.001,0.0064,0.0091,0.022,0.0603,0.064,0.0737,0.0623,0.048,0.0225,0.0155,0.0127,0.0088,0.0073,0.0063,0.007,0.0024,0.0024,0.0035,0.009,0.0029,0.0058,0.0024,0,0.0026,0.0064,0.0043,8e-04,0.0029,0.0015,0.0041,0.0217
1987,1,"TWL",2,0,0,-1,-1,54,1418,250,0,0,0,0,4e-04,0.004,0.0116,0.05,0.0867,0.068,0.0771,0.0465,0.0292,0.0148,0.0126,0.0068,0.0041,0.0061,0.0105,0.003,0.005,0.0038,0.0038,0.0042,0.0027,0.0047,0.0049,0.0033,8e-04,0.0031,0.0012,0.0018,0.0013,7e-04,0.0274,0,0,0,0,4e-04,0.004,0.0116,0.05,0.0867,0.068,0.0771,0.0465,0.0292,0.0148,0.0126,0.0068,0.0041,0.0061,0.0105,0.003,0.005,0.0038,0.0038,0.0042,0.0027,0.0047,0.0049,0.0033,8e-04,0.0031,0.0012,0.0018,0.0013,7e-04,0.0274
1988,1,"TWL",2,0,0,-1,-1,35,761,140,0,0,0,0,6e-04,0.0033,0.0146,0.024,0.0443,0.0562,0.0572,0.0486,0.0426,0.0313,0.0198,0.0068,0.0101,0.0154,0.0053,0.0075,0.0022,0.0075,0.0076,0.0028,0.0053,0.0082,0.0029,0.0054,0.0052,0.004,0.0019,0.0028,0.0052,0.0016,0.0498,0,0,0,0,6e-04,0.0033,0.0146,0.024,0.0443,0.0562,0.0572,0.0486,0.0426,0.0313,0.0198,0.0068,0.0101,0.0154,0.0053,0.0075,0.0022,0.0075,0.0076,0.0028,0.0053,0.0082,0.0029,0.0054,0.0052,0.004,0.0019,0.0028,0.0052,0.0016,0.0498
